cik,fy,bankrupt_2y,assets,liabilities,current_assets,current_liabilities,cash,inventory,receivables,equity,retained_earnings,revenue,cogs,gross_profit,operating_income,net_income,rd_expense,sga_expense,interest_expense,depreciation,short_debt,long_debt,total_debt,debt,leverage_liabilities_assets,leverage_debt_assets,debt_equity,roa,asset_turnover,current_ratio,asset_growth,revenue_growth,lag_assets,lag_revenue,lag_roa,lag_leverage_debt_assets
225051,2011,0,135063000,,82081000,31085000,10486000,,,1129000,81784000,429483000,257506000,160939000,36036000,0,,134817000,76000,5307000,,,,,,0,0,0,3.179871615468337,2.6405340196236127,,,,,,
23197,2011,0,53105000,364930000,840819000,154219000,607594000,74661000,70801000,60630000,393109000,0,345472000,241046000,76927000,47525000,46192000,94141000,0,14253000,,,,,6.8718576405234915,0,0,0.8949251482911214,0,5.4521103106621105,,,,,,
24491,2011,0,500525000,,1263980000,651017000,247672000,,,120089000,,,,,130694000,253503000,39748000,,,49778000,,173578000,,173578000,,0.34679186853803506,1.4454113199377128,0.5064742020878078,,1.9415468413267243,,,,,,
278130,2011,0,743577000,,651969000,245388000,155798000,322482000,14814000,-123353000,462751000,,,555387000,-3253000,86847000,,431900000,23726000,33806000,,9500000,,9500000,,0.012776081024561008,-0.07701474629721207,0.11679624302526839,,2.6568903124847183,,,,,,
29002,2011,0,,144349000,426798000,,103496000,140337000,,375644000,,105588000,313150000,121207000,22829000,80264000,27231000,88784000,,,-408000,3265000,,2857000,,,0.007605605307152517,,,,,-0.7560266645100916,,432785000,,
314741,2011,0,,246708,,,458956,,,,,,,,,-465497,,509344,,,,,,,,,,,,,,,,,,
34088,2011,0,127977000000,149831000000,72963000000,62633000000,10693000000,12976000000,25439000000,-176932000000,330939000000,89847000000,,,,41060000000,1012000000,14683000000,38000000,1560000000,7711000000,,,7711000000,1.1707650593466012,0.06025301421349149,-0.04358171500915606,0.32083890073997673,0.7020558381584191,1.1649290310219853,-0.4515028522691719,,233323000000,,0.19380858295153072,0.010611898526934765
39263,2011,0,20317245000,238498000,,,156264000,,,600355000,1354759000,,,,,208764000,,,13101000,,,,,,0.011738697840184532,0,0,0.010275212018164864,,,0.24737215126831114,,16288038000,,0.012724368644031897,0
46619,2011,0,42400000,255485000,259249000,123390000,17500000,164967000,,3033000,240913000,143372000,490450000,,-11729000,54938000,25400000,136010000,,10661000,,,,,6.025589622641509,0,0,1.2957075471698114,3.381415094339623,2.1010535699813597,-0.9421484220436342,-0.7538031448603667,732910000,582347000,0.06618957307172776,0.0753080187198974
48465,2011,0,670398000,,1858166000,778186000,467845000,885823000,461110000,0,2568774000,7220719000,,1238742000,,399776000,25400000,567085000,27995000,1387000,,250000000,,250000000,,0.372912807019114,,0.5963263613554933,10.770794363944999,2.387817308458389,-0.8184214482178624,0.06895968750402486,3692055000,6754903000,0.0773282088159575,0.09479815441535946
5133,2011,0,155530000,,715771000,305081000,60216000,208945000,119779000,449085000,1210110000,1597894000,741645000,,139101000,57198000,,,,39225000,0,225181000,,225181000,,1.4478300006429627,0.5014217798412327,0.3677618465890825,10.273863563299685,2.3461670834958586,-0.8993006141801414,-0.029461266679583747,1544498000,1646399000,0.056340636245563284,0.21283484989944954
55067,2011,0,8623000000,,2915000000,3313000000,334000000,1056000000,,-4000000,6721000000,,,,348000000,1229000000,187000000,,,31000000,,5798000000,,5798000000,,0.6723878000695813,-1449.5,0.14252580308477328,,0.8798671898581346,-0.21222364334003288,,10946000000,,0.10487849442718801,0.4418052256532066
66570,2011,0,183742000,741138000,458849000,,59938000,141475000,192627000,433666000,,434575000,,370099000,,39059000,32784000,,29000,6239000,10163000,342046000,,352209000,4.033579693265557,1.9168671289090138,0.8121665060207626,0.21257524137105288,2.3651369855558335,,-0.790063846220642,-0.61860885148673,875228000,1139447000,0.08046131979324245,0.11247354974932246
700815,2011,0,4375303,6242137,1435087,6307882,282272,,14859,93260,-16396072,58107,,,-1545935,-277802,,,170802,128037,,,,,1.4266753639690783,0,0,-0.06349320264219416,0.0132806802180329,0.22750695082755193,,,,,,
709804,2011,0,368677000,16780000,364894000,,38276000,,4660000,108000,172310000,2593000,,1116000,-8797000,6769000,,9944000,,,,,,,0.04551409499372079,0,0,0.018360244875595712,0.007033256753201312,,,,,,,
711513,2011,0,,5034000000,,,596000000,,,5000000,0,639000000,,,,92000000,,,,,,,,,,,0,,,,,,,,,
712771,2011,0,,1086428000,,,,,,81713000,,,,,,13926000,,,12177000,1451000,41855000,,,41855000,,,0.5122195978608055,,,,,,,,,
715957,2011,0,45614000000,30563000000,5400000000,5773000000,102000000,,1780000000,0,6418000000,2604000000,,,-66000000,475000000,,,,258000000,,17394000000,,17394000000,0.670035515411935,0.3813302933309949,,0.01041346954882273,0.057087736221335554,0.9353888792655465,0.07190863373595902,-0.8361748977665933,42554000000,15895000000,0.04309818113455844,0.3493678620106218
716006,2011,0,,,837959000,675736000,325349000,,476793000,-4598000,-1930202000,,,,-227849000,-351263000,,,,195666000,,,,,,,0,,,1.2400686066747961,,,,,,
734543,2011,0,10883352,,9249143,,8051872,,,10348,,6592274,,,,1410660,,,,40836,,,,,,0,0,0.12961631673771096,0.6057209212749896,,,,,,,
759718,2011,0,829897000,746601000,,,60803000,,,-8589000,-65123000,,,,,,,,8847000,,,,,,0.8996309180536862,0,0,,,,,,,,,
771497,2011,0,881862000,809645000,608756000,443196000,26467000,,552098000,795886000,586625000,,,361729000,7487000,68504000,,241526000,15805000,350000,,,,,0.9181085022373116,0,0,0.07768108842426592,,1.3735593281527811,-0.4202673892764239,,1521153000,,0.02986813292285523,0
795266,2011,0,2512542000,,,,908430000,,,717852000,519844000,,,,,-178768000,,247886000,,,,,,,,0,0,-0.07115025340869924,,,-0.2687572631926354,NaN,3435989000,3033936000,-0.2840902575648525,0
806175,2011,0,4796974,5526114,417423,5466163,75762,435414,148833,-41236329,-48114561,,,473834,-6612528,-9131354,,,,516953,,34904,,34904,1.151999989993692,0.007276253738294183,-0.0008464381007339426,-1.9035654560562554,,0.07636490166868423,,,,,,
814453,2011,0,3605400000,,2132000000,,7400000,701600000,997900000,1849100000,,791000000,3509500000,2030100000,300200000,0,128800000,1515300000,,32200000,135000000,2176800000,,2311800000,,0.6412048593776003,1.2502298415445352,0,0.21939313252343706,,-0.43875215990286276,-0.8777547677186042,6423900000,6470600000,-0.008141471691651489,0.3138124815143449
82020,2011,0,,60204000,,16018000,36223000,,15595000,-417000,114724000,132594000,88578000,36041000,,,,8846000,2886000,13611000,,,,,,,0,,,NaN,,,,,,
829325,2011,0,1489582,5099743,,,,11060,,-20950,-17123265,1240832,326896,814282,46484,-621781,,,,,,,,,3.423606756794859,0,0,-0.41741978622190656,0.8330068435306012,,,,,,,
842722,2011,0,69425,,207171,250871,8619,,,50926,-10051597,0,,,,0,,,,,,,,,,0,0,0,0,0.8258068887994228,,,,,,
858655,2011,0,551543000,285694000,411435000,71431000,7058000,250051000,62851000,265849000,102677000,438633000,416150000,53831000,15533000,,3120000,35470000,150000,,,,,,0.5179904377355891,0,0,,0.7952834139858542,5.759894163598438,,,,,,
865917,2011,0,36636000,,,3923000,27812000,,3186000,,-57551000,15766000,2113000,13653000,4045000,702000,,,,309000,,,,,,0,,0.019161480510972814,0.43034174036466866,NaN,,,,,,
870732,2011,0,16821175,8961740,164692,,142488,,,-20228381,-19322589,1998836,,,,-905792,,,483645,631256,,,,,0.5327653983743704,0,0,-0.05384831915725269,0.11882855983603999,,,,,,,
873303,2011,0,54368000,,37838000,20601000,33589000,,3633000,15732000,,,,,-20934000,-2318000,35972000,,,1463000,,1842000,,1842000,,0.033880223660977045,0.11708619374523264,-0.04263537374926427,,1.836706955973011,,,,,,
876134,2011,0,5503,,4155,79086,2953318,,,233210,-1077063,92,,92,-69435,0,,6331,,,,,,,,0,0,0,0.01671815373432673,0.052537743722024126,,,,,,
876378,2011,0,993000,,507000,469000,871000,91000,,0,,0,,,-5345000,-2366000,3367000,2617000,48000,,,,,,,0,,-2.382678751258812,0,1.0810234541577826,,,,,,
878004,2011,0,852929657,,217998137,,12070713,,35140119,,,,,,4768382,,,,20606349,,,296090108,,296090108,,0.3471448150149151,,,,,,,,,,
882095,2011,0,17303134000,,,2464950000,907879000,1389983000,1621966000,910000,1183730000,456647000,,,3529221000,0,16000000,1241983000,69662000,,,,,,,0,0,0,0.02639099945709257,NaN,0.7840932864356447,-0.914417467085227,9698559000,5335750000,0.20404051777176382,0.0005760649597532995
884731,2011,0,,,307567000,16397000,306256000,,,-89016000,-556963000,,,,,-80008000,57985000,,206000,2800000,,,,,,,0,,,18.7575166188937,,,,,,
884887,2011,0,19694904000,,969288000,675000,419929000,,,-319936000,5823430000,7537263000,,,802633000,607421000,,848079000,31814000,643716000,,542483000,,542483000,,0.027544333295557062,-1.6955984946989398,0.03084153139309539,0.38270117996005465,1435.9822222222222,0.0801497507828176,0.15380545807325652,18233494000,6532525000,0.03146528032422091,0.4203009582255601
886163,2011,0,120583000,104054000,32230000,43643000,7041000,1301000,,3744000,-691947000,23538000,,,-29304000,-1948000,39870000,,2508000,2790000,,,,,0.8629242928107611,0,0,-0.016154847698265924,0.1952016453397245,0.7384918543638155,,,,,,
887150,2011,0,,29151000,,15203000,33720000,,13150000,-14073000,,,,,-21106000,-9960000,,28156000,329000,2726000,,,,,,,0,,,NaN,,,,,,
887733,2011,0,1093003000,,627899000,191931000,12031000,285964000,192422000,555310000,45319000,1628652000,1008482000,515166000,85175000,1661000,,394092000,38044000,28869000,,400106000,,400106000,,0.36606120934709235,0.7205092650951721,0.0015196664602018476,1.4900709330166524,3.2714829808629142,,,,,,
894847,2011,0,1340000,2036104,0,2036104,0,,,0,,,,,,-578605,,,,,,,,,1.5194805970149254,0,,-0.431794776119403,,0,,,,,,
895456,2011,0,168579429,63575871,119505463,16575741,4362531,58852556,47593807,116659611,,229485575,,84557356,17069455,8306895,,75072208,7500513,,,,,,0.3771270989415915,0,0,0.04927585203767655,1.3612904988544006,7.209660370537884,,,,,,
899629,2011,0,192154000,884010000,,,93808000,,26415000,40000,39317000,,,,,50667000,,,13786000,4839000,,787910000,,787910000,4.600528742571063,4.100409046910291,19697.75,0.26367913236258417,,,,,,,,
903651,2011,0,,,,10719000,14120000,,,21159000,20412000,73942000,,,8250000,4471000,,19082000,28000,3713000,,1604000,,1604000,,,0.07580698520724041,,,NaN,,,,,,
908255,2011,0,1104100000,,2137800000,1392300000,357400000,454300000,238000000,2453000000,,,,1093300000,50800000,396200000,155200000,621000000,,268600000,80000000,149400000,,229400000,,0.2077710352323159,0.09351814105177333,0.3588443075808351,,1.5354449472096532,-0.7705241717587397,,4811400000,,-0.007399093818846905,0.17506339111277383
909724,2011,0,40595574,,28768716,6897937,7891962,,1328579,5736543,31181936,54482739,,40337159,7706650,4752601,,,-248576,1016561,,3307500,,3307500,,0.08147439915494235,0.576566758063175,0.11707190049831541,1.3420856914105956,4.170626087190996,,,,,,
909791,2011,0,,,332586000,,58780000,41285000,,199968000,5193000,95813000,,71641000,-1102000,39230000,,27333000,15000,,,,,,,,0,,,,,,,,,
910612,2011,0,325395000,5524398000,,,48062000,,74160000,1479000,-399581000,1063182000,,,406937000,98170000,,,50221000,,,4489355000,,4489355000,16.977513483612224,13.79663178598319,3035.3989181879647,0.30169486316630556,3.2673581339602635,,-0.9579000687013123,-0.06093762972829265,7729110000,1132174000,0.004086757725016205,0
910638,2011,0,346350000,,261380000,,179120000,,51195000,23000,,66665000,85892000,49730000,1279000,35420000,,35528000,2090000,11502000,,,,,,0,0,0.10226649343149993,0.19247870651075502,,,,,,,
911147,2011,0,136592000,,,,21461000,273000,,112540000,31126000,60692000,,,4265000,1022000,,20493000,802000,,,,,,,0,0,0.007482136581937449,0.4443305610870329,,,,,,,
915778,2011,0,222555000,,114332000,36362000,33912000,,,-38937000,-49127000,193861000,,87911000,-22927000,-16242000,56148000,,,,,,,,,0,0,-0.07297971287996226,0.871070072566332,3.14427149221715,,,,,,
915862,2011,0,1934345000,,482915000,271734000,200637000,130949000,92118000,406364000,100562000,8138500000,,,-147836000,9815000,,,87491000,120605000,,715275000,,715275000,,0.3697763325570154,1.7601829886505695,0.00507406900010081,4.20736735173922,1.7771607527950128,,,,,,
918946,2011,0,1506911000,1215746000,915906000,,,311804000,,-84639000,-255974000,3166579000,2892052000,314623000,36633000,26556000,,269662000,,,,,,,0.8067802278966707,0,0,0.01762280585913833,2.1013709502419187,,,,,,,
921825,2011,0,2750054000,1857910000,,,3182000,,3062000,0,,,,,,5733000,,,100127000,125298000,,,,,0.6755903702254574,0,,0.0020846863370682905,,,,,,,,
923284,2011,0,1159906000,853843000,,,13566000,,,3710000,,,,,44352000,-7184000,,,,50987000,,13819000,,13819000,0.7361312037354751,0.011913896470920919,3.724797843665768,-0.0061936053438813145,,,-0.004738173443576094,,1165428000,,0.026106288848388746,0
927472,2011,0,11159487,92997506,,11166411,2679302,,,-922192,,0,,,,-24864935,10198477,17400801,,,,,,,8.333492928483182,0,0,-2.228143193320625,0,NaN,,,,,,
929887,2011,0,33114000,2025717000,2370786000,1655287000,1571664000,,264377000,-1757277000,4320472000,75800000,,,1010724000,572427000,,,8931000,145564000,416361000,,,416361000,61.17403515129553,12.573564051458598,-0.23693532664457567,17.286555535423084,2.2890620281451954,1.4322507214760944,-0.9898528426228413,-0.9758093032696376,3263377000,3133436000,0.14602205016459943,0.14137655563546597
931584,2011,0,,181366000,,,14272000,,29273000,159623000,120376000,252596000,117901000,,29687000,,,17761000,452000,4859000,,91650000,,91650000,,,0.5741653771699567,,,,,,,,,
931755,2011,0,,,,350601,,,,,,,,,458933,,,,,,,,,,,,,,,NaN,,,,,,
943535,2011,0,212,,0,226602,,,,28780946,-73344216,0,,0,115415,0,,82245,,,,,,,,0,0,0,0,0,,,,,,
944130,2011,0,179281000,169803000,,,11167000,,,1509000,-3746000,,,,,-1616000,,,,,,110280000,,110280000,0.9471332712334268,0.6151237442896905,73.08151093439363,-0.009013782832536633,,,,,,,,
945764,2011,0,,,,661267000,18693000,,164446000,0,1336142000,,,,,573333000,,,47430000,238323000,,,,,,,,,,NaN,NaN,NaN,4269978000,1371056000,0.09095971923040352,0.5694816226219432
946840,2011,0,1287574000,396439000,,72122000,275839000,60316000,43879000,-3414000,173862000,,,,32130000,140659000,,89316000,11616000,31206000,,153453000,,153453000,0.30789608985580635,0.11917994616231765,-44.9481546572935,0.10924342989218484,,NaN,,,,,,
948368,2011,0,621093000,572505000,,,38205000,,,1934000,46111000,,,,,5305000,,,,2126000,,,,,0.9217701696847332,0,0,0.008541393961934847,,,,,,,,
949961,2011,0,,43555,,,1,,,73532,11574,,,,-1317,920,,,-1116,18,,,,,,,0,,,,,,,,,
96021,2011,0,5828384000,,5076258000,1646475000,0,2073766000,,-4337729000,,-462021000,,0,84207000,-1512739000,,,125477000,389976000,181975000,,,181975000,,0.031222204988552573,-0.041951675634877145,-0.2595469001356122,-0.07927085792562741,3.0831066369061175,-0.41777962692601806,-1.0123132997501127,10010615000,37522111000,0.11049780657831712,-0.0009153283789257703
1006459,2012,0,10835677,13085265,4280500,8850708,2679057,,,-3387681,-72704130,22000484,17894910,4105574,-2947395,-4385115,,,,0,,229773.75,,229773.75,1.2076093630328775,0.021205297094034826,-0.0678262652239098,-0.4046922956452098,2.0303746595621113,0.48363362569412527,,,,,,
1018399,2012,0,1489163000,1361715000,,,32610000,,,107664000,78999000,,,,,10640000,,,10060000,,,,26366000,26366000,0.9144163533474845,0.017705247847280652,0.24489151434091247,0.007144953238832821,,,0,,1489163000,,,0
1023128,2012,0,1146133000,779012000,648191000,456584000,12776000,506484000,99407000,307038000,80877000,2036622000,1673676000,362946000,46470000,13719000,,284163000,610000,574000,,295058000,,295058000,0.67968726142603,0.25743783662105535,0.960982028283144,0.01196981502146784,1.7769508425287466,1.4196533387065688,0,30.20112142660171,1146133000,65274000,0.05135529646210344,0
1029142,2012,0,134102000,34222000,124618000,27219000,36720000,,9527000,6376000,-365542000,23950000,,,-47589000,-57308000,53680000,,1654000,1415000,,,,,0.2551938076986175,0,0,-0.42734634830203877,0.17859539753322098,4.578346008303024,0.5917340265166352,0.10807809752937911,84249000,21614000,-0.6802217236999846,0
1030916,2012,0,520258,,59778,0,259948,,,0,-3293586,,0,0,-1357165,-10985,,,6344,,,,,,,0,,-0.021114523947733624,,,47.54964539007092,,10716,0,-3.3384658454647256,0
1032220,2012,0,128088000,244187000,391276000,163893000,189312000,,172705000,8268000,401248000,163482000,762202000,172456000,49922000,76133000,,65551000,,9055000,,1558000,,1558000,1.9064002873024795,0.012163512585097746,0.1884373488147073,0.5943804259571545,1.2763256511148586,2.3873868926677773,-0.3980572486618325,-0.4850814668762264,212791000,317491000,0.3308833550291131,0.007772885131420032
1046050,2012,0,736954000,646635000,,,111786000,,,16229000,23866000,,,,,1089000,,,10961000,,,,,,0.8774428254680754,0,0,0.0014777041714951,,,-0.007719268009269046,,742687000,,-0.003084744986784473,0
1049782,2012,0,3299013000,2792011000,,,66521000,,,503602000,,,,,,27641000,,,34567000,1600000,,506919000,,506919000,0.8463170651343296,0.15365777582567877,1.006586550490268,0.008378566559149661,,,0,,3299013000,,0.008378566559149661,0
1055454,2012,1,463521000,395575000,219684000,237191000,21035000,111266000,62826000,24052000,-79483000,,,283014000,-391429000,-356273000,,304451000,28157000,29650000,,198036000,,198036000,0.853413329708902,0.42724277864433324,8.233660402461334,-0.7686232123247921,,0.9261902854661433,,,,,,
1056386,2012,0,356710000,164540000,61581000,41281000,73926000,,18539000,184402000,-1041872000,244164000,,,-896000,-3622000,1900000,,2170000,30158000,,67300000,,67300000,0.4612710605253567,0.18866866642370553,0.36496350364963503,-0.010153906534720081,0.6844888004261165,1.4917516533029722,1.517254032997897,-0.047198342302124024,141706000,256259000,-0.025559962175207826,0.3908303106431626
1061069,2012,0,53367000,,21209000,13190000,5565000,,12885000,38977000,-18501000,53986000,44979000,,78000,776000,,7266000,14000,1663000,,,,,,0,0,0.01454082110667641,1.0115989281765885,1.6079605761940865,,,,,,
1062822,2012,0,430512000,132944000,285790000,21390000,100554000,,350000,733874000,-789621000,4908000,,,-95718000,-101775000,78520000,,2719000,5394000,,23451000,,23451000,0.3088044003419185,0.054472349202809675,0.03195507675704549,-0.2364045601516334,0.011400379083509868,13.36091631603553,0,0,430512000,4908000,-0.19228267737020105,0
1065078,2012,0,29129000,1731000,22133000,,21348000,,760000,20695000,-30575000,,2106000,5292000,1533000,8493000,,,,9000,,,,,0.059425314978200416,0,0,0.29156510693810295,,,,,,,,
1068851,2012,0,9822671000,8255406000,,,195317000,,,1351245000,623878000,,,,,127708000,,,66389000,8313000,,,,,0.840444111382739,0,0,0.013001351669011412,,,0.03652153964534855,,9476572000,,0.013476181049434332,0
1071255,2012,0,116000000,6911000,46485000,2343000,45233000,,,108739000,-95272000,35573000,,,-10311000,-1845000,,9458000,,297000,,,,,0.05957758620689655,0,0,-0.015905172413793103,0.30666379310344827,19.839948783610755,-0.08406108365049034,0,126646000,35573000,-0.01456816638504177,0
1072627,2012,0,374081000,257676000,,,140567000,,,123433000,-201208000,228547000,,,,-20138000,,,,2271000,,8845000,,8845000,0.6888240782076609,0.023644611728475918,0.07165830855605876,-0.05383326071091555,0.6109559159647242,,,,,,,
1073967,2012,0,694372000,575471000,146229000,97005000,124996000,,23747000,116446000,-397088000,214386000,64771000,149615000,2912000,-9267000,31584000,,26201000,73535000,,442765000,,442765000,0.8287646967331632,0.6376481194518212,3.8023203888497674,-0.013345872241392222,0.30874804859642957,1.5074377609401577,-0.07174110371545793,-0.023480807685124873,748037000,219541000,-0.012774769162487952,0.42243899700148524
1075415,2012,0,318724000,1910442000,148252000,189331000,10494000,,,1900650000,907937000,340113000,,,198283000,,,,80017000,90409000,,122713000,,122713000,5.994032454411967,0.385013365796112,0.06456370189145819,,1.0671082190233556,0.7830307767877421,-0.727118461224972,-0.7023706179883438,1167994000,1142740000,,0.10506303970739576
1076481,2012,0,248955000,,197474000,232000,116647000,5605000,,62000,-792287000,44905000,18306000,29516000,3104000,-44154000,53313000,,35000,2084000,,902000,,902000,,0.003623144745034243,14.548387096774194,-0.17735735373862746,0.18037396316603402,851.1810344827586,,,,,,
107815,2012,0,10170700000,,1170000000,1023100000,18300000,,274200000,2804200000,1902300000,,,,489200000,315400000,,,101500000,216200000,,2287000000,,2287000000,,0.2248616122784076,0.8155623707296199,0.031010648234634786,,1.1435832274459974,-0.1278245135619528,,11661300000,,0.027046727208801764,0
1079282,2012,0,181952,1484993,40256,1841238,0,,,9,26547311,0,,,-894460,-1353727,17715,,62829,0,,,,,8.161454669363348,0,0,-7.440022643334506,0,0.021863550502433687,-0.995647152984659,,41800688,0,0.9766979672679071,0
1082278,2012,0,6505026,2432873,5034621,2432873,13328,2431027,1204734,172522,-53098109,11885665,9712850,2172815,-5612564,-9127088,692977,3891814,3506074,735029,,,,,0.373998966337721,0,0,-1.4030824780715712,1.8271510367521975,2.069413816504191,-0.29504460057798526,0,9227571,11885665,-1.0238491798112417,0
